group,batch,filename,average_mos,true_mos,num_ratings,ratings
['group1'],[17],sid2579-noisy-COSINE-3231-F_array1_81_freqbin40_scaled0.5.wav,2.4,,5,"[4, 3, 2, 2, 1]"
['group1'],[1],sid4715-noisy-COSINE-6463-F_array1_69_freqbin40_scaled1000.0.wav,1.0,,6,"[1, 1, 1, 1, 1, 1]"
['group1'],[1],sid3629-clean-COSINE-4174-F_close_72_freqbin0_scaled1000.0.wav,1.0,,6,"[1, 1, 1, 1, 1, 1]"
['group1'],[1],sid3629-clean-COSINE-4174-F_close_72_freqbin0_scaled10.0.wav,2.6666666666666665,,6,"[3, 3, 3, 3, 2, 2]"
['group1'],[1],sid2579-noisy-COSINE-3231-F_array1_81_freqbin1_scaled0.5.wav,2.3333333333333335,,6,"[3, 2, 2, 3, 2, 2]"
['group1'],[1],sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin1_scaled0.5.wav,3.0,,6,"[4, 3, 3, 4, 2, 2]"
['group1'],[1],sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin1_scaled1000.0.wav,1.0,,6,"[1, 1, 1, 1, 1, 1]"
['group1'],[1],sid2579-noisy-COSINE-3231-F_array1_81_freqbin1_scaled10.0.wav,1.8333333333333333,,6,"[2, 2, 2, 2, 1, 2]"
['group1'],[1],sid3629-clean-COSINE-4174-F_close_72_freqbin0_scaled0.5.wav,3.5,,6,"[4, 3, 4, 4, 3, 3]"
['group1'],[1],sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin1_scaled10.0.wav,2.5,,6,"[4, 2, 3, 3, 1, 2]"
['group1'],[1],sid2579-noisy-COSINE-3231-F_array1_81_freqbin1_scaled1000.0.wav,1.0,,6,"[1, 1, 1, 1, 1, 1]"
['group1'],[1],sid4715-noisy-COSINE-6463-F_array1_69_freqbin40_scaled0.5.wav,1.8333333333333333,,6,"[2, 2, 2, 1, 2, 2]"
['group1'],[1],sid4715-noisy-COSINE-6463-F_array1_69_freqbin40_scaled10.0.wav,1.3333333333333333,,6,"[2, 2, 1, 1, 1, 1]"
['group1'],[12],sid1816-anchor-COSINE-2734-M_close_91_freqbin3_scaled0.5.wav,2.3333333333333335,,6,"[1, 2, 3, 3, 3, 2]"
['group1'],[12],sid1816-anchor-COSINE-2734-M_close_91_freqbin2_scaled0.5.wav,2.8333333333333335,,6,"[2, 2, 3, 4, 4, 2]"
['group1'],[12],sid5333-noisy-COSINE-7408-M_array1_149_freqbin40_scaled0.5.wav,1.8333333333333333,,6,"[1, 2, 2, 2, 2, 2]"
['group1'],[12],sid1816-anchor-COSINE-2734-M_close_91_freqbin3_scaled1000.0.wav,1.0,,6,"[1, 1, 1, 1, 1, 1]"
['group1'],[12],sid5333-noisy-COSINE-7408-M_array1_149_freqbin40_scaled1000.0.wav,1.0,,6,"[1, 1, 1, 1, 1, 1]"
['group1'],[12],sid1816-anchor-COSINE-2734-M_close_91_freqbin2_scaled10.0.wav,1.5,,6,"[1, 1, 2, 2, 2, 1]"
['group1'],[12],sid3629-clean-COSINE-4174-F_close_72_freqbin31_scaled0.5.wav,3.8333333333333335,,6,"[4, 4, 3, 5, 4, 3]"
['group1'],[12],sid1816-anchor-COSINE-2734-M_close_91_freqbin3_scaled10.0.wav,1.1666666666666667,,6,"[1, 1, 1, 2, 1, 1]"
['group1'],[12],sid1816-anchor-COSINE-2734-M_close_91_freqbin2_scaled1000.0.wav,1.0,,6,"[1, 1, 1, 1, 1, 1]"
['group1'],[12],sid3629-clean-COSINE-4174-F_close_72_freqbin31_scaled10.0.wav,4.0,,6,"[4, 4, 4, 5, 4, 3]"
['group1'],[12],sid3629-clean-COSINE-4174-F_close_72_freqbin31_scaled1000.0.wav,1.1666666666666667,,6,"[1, 2, 1, 1, 1, 1]"
['group1'],[12],sid5333-noisy-COSINE-7408-M_array1_149_freqbin40_scaled10.0.wav,1.1666666666666667,,6,"[1, 1, 2, 1, 1, 1]"
['group1'],[5],sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin41_scaled10.0.wav,2.8,,5,"[2, 2, 4, 4, 2]"
['group1'],[5],sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin1_scaled0.5.wav,2.8,,5,"[2, 3, 3, 4, 2]"
['group1'],[5],sid3114-clean-COSINE-3826-M_close_132_freqbin5_scaled1000.0.wav,1.2,,5,"[1, 2, 1, 1, 1]"
['group1'],[5],sid5333-noisy-COSINE-7408-M_array1_149_freqbin1_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group1'],[5],sid5333-noisy-COSINE-7408-M_array1_149_freqbin1_scaled10.0.wav,1.4,,5,"[2, 1, 1, 2, 1]"
['group1'],[5],sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin1_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group1'],[5],sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin1_scaled10.0.wav,1.6,,5,"[2, 1, 2, 2, 1]"
['group1'],[5],sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin41_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group1'],[5],sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin41_scaled0.5.wav,3.0,,5,"[3, 3, 3, 4, 2]"
['group1'],[5],sid5333-noisy-COSINE-7408-M_array1_149_freqbin1_scaled0.5.wav,1.6,,5,"[2, 1, 2, 2, 1]"
['group1'],[5],sid3114-clean-COSINE-3826-M_close_132_freqbin5_scaled0.5.wav,3.8,,5,"[4, 4, 4, 3, 4]"
['group1'],[5],sid3114-clean-COSINE-3826-M_close_132_freqbin5_scaled10.0.wav,1.4,,5,"[2, 2, 1, 1, 1]"
['group1'],[8],sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin0_scaled0.5.wav,2.2,,5,"[2, 2, 2, 2, 3]"
['group1'],[8],sid4715-noisy-COSINE-6463-F_array1_69_freqbin0_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group1'],[8],sid4715-noisy-COSINE-6463-F_array1_69_freqbin0_scaled0.5.wav,2.0,,5,"[1, 3, 3, 1, 2]"
['group1'],[8],sid1816-anchor-COSINE-2734-M_close_91_freqbin0_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group1'],[8],sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin4_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group1'],[8],sid1816-anchor-COSINE-2734-M_close_91_freqbin0_scaled10.0.wav,2.2,,5,"[3, 2, 2, 1, 3]"
['group1'],[8],sid1816-anchor-COSINE-2734-M_close_91_freqbin0_scaled0.5.wav,3.0,,5,"[3, 3, 3, 2, 4]"
['group1'],[8],sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin4_scaled10.0.wav,1.4,,5,"[2, 1, 2, 1, 1]"
['group1'],[8],sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin0_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group1'],[8],sid4715-noisy-COSINE-6463-F_array1_69_freqbin0_scaled10.0.wav,1.6,,5,"[1, 2, 2, 1, 2]"
['group1'],[8],sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin0_scaled10.0.wav,1.4,,5,"[1, 1, 2, 1, 2]"
['group1'],[8],sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin4_scaled0.5.wav,2.2,,5,"[2, 3, 2, 1, 3]"
['group1'],[16],sid3629-clean-COSINE-4174-F_close_72_freqbin1_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group1'],[16],sid3114-clean-COSINE-3826-M_close_132_freqbin40_scaled0.5.wav,4.2,,5,"[5, 4, 4, 4, 4]"
['group1'],[16],sid2579-noisy-COSINE-3231-F_array1_81_freqbin4_scaled10.0.wav,2.8,,5,"[3, 4, 2, 2, 3]"
['group1'],[16],sid2579-noisy-COSINE-3231-F_array1_81_freqbin4_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group1'],[16],sid3114-clean-COSINE-3826-M_close_132_freqbin40_scaled10.0.wav,2.8,,5,"[2, 3, 4, 2, 3]"
['group1'],[16],sid3629-clean-COSINE-4174-F_close_72_freqbin1_scaled0.5.wav,4.0,,5,"[4, 4, 4, 4, 4]"
['group1'],[16],sid4715-noisy-COSINE-6463-F_array1_69_freqbin5_scaled10.0.wav,1.4,,5,"[1, 2, 1, 1, 2]"
['group1'],[16],sid3114-clean-COSINE-3826-M_close_132_freqbin40_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group1'],[16],sid4715-noisy-COSINE-6463-F_array1_69_freqbin5_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group1'],[16],sid2579-noisy-COSINE-3231-F_array1_81_freqbin4_scaled0.5.wav,3.2,,5,"[3, 5, 2, 3, 3]"
['group1'],[16],sid4715-noisy-COSINE-6463-F_array1_69_freqbin5_scaled0.5.wav,2.8,,5,"[4, 3, 2, 3, 2]"
['group1'],[16],sid3629-clean-COSINE-4174-F_close_72_freqbin1_scaled10.0.wav,4.0,,5,"[4, 4, 5, 3, 4]"
['group1'],[0],sid1816-anchor-COSINE-2734-M_close_91_freqbin4_scaled0.5.wav,3.0,,5,"[3, 3, 4, 3, 2]"
['group1'],[0],sid2579-noisy-COSINE-3231-F_array1_81_freqbin3_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group1'],[0],sid2579-noisy-COSINE-3231-F_array1_81_freqbin3_scaled0.5.wav,3.0,,5,"[3, 3, 4, 3, 2]"
['group1'],[0],sid3114-clean-COSINE-3826-M_close_132_freqbin0_scaled0.5.wav,3.8,,5,"[4, 3, 4, 4, 4]"
['group1'],[0],sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin31_scaled0.5.wav,2.8,,5,"[3, 3, 2, 3, 3]"
['group1'],[0],sid1816-anchor-COSINE-2734-M_close_91_freqbin4_scaled10.0.wav,1.2,,5,"[1, 1, 1, 2, 1]"
['group1'],[0],sid3114-clean-COSINE-3826-M_close_132_freqbin0_scaled10.0.wav,2.8,,5,"[3, 2, 3, 4, 2]"
['group1'],[0],sid1816-anchor-COSINE-2734-M_close_91_freqbin4_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group1'],[0],sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin31_scaled10.0.wav,2.6,,5,"[3, 2, 3, 3, 2]"
['group1'],[0],sid3114-clean-COSINE-3826-M_close_132_freqbin0_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group1'],[0],sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin31_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group1'],[0],sid2579-noisy-COSINE-3231-F_array1_81_freqbin3_scaled10.0.wav,3.0,,5,"[2, 3, 4, 4, 2]"
['group2'],[5],sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin20_scaled10.0.wav,1.8,,5,"[1, 2, 1, 3, 2]"
['group2'],[5],sid2579-noisy-COSINE-3231-F_array1_81_freqbin6_scaled0.5.wav,2.4,,5,"[2, 2, 3, 3, 2]"
['group2'],[5],sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin20_scaled0.5.wav,2.2,,5,"[2, 2, 2, 2, 3]"
['group2'],[5],sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin17_scaled10.0.wav,1.4,,5,"[1, 1, 2, 2, 1]"
['group2'],[5],sid4715-noisy-COSINE-6463-F_array1_69_freqbin15_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group2'],[5],sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin17_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group2'],[5],sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin20_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group2'],[5],sid4715-noisy-COSINE-6463-F_array1_69_freqbin15_scaled10.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group2'],[5],sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin17_scaled0.5.wav,2.6,,5,"[2, 2, 3, 4, 2]"
['group2'],[5],sid2579-noisy-COSINE-3231-F_array1_81_freqbin6_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group2'],[5],sid4715-noisy-COSINE-6463-F_array1_69_freqbin15_scaled0.5.wav,2.0,,5,"[2, 1, 2, 3, 2]"
['group2'],[5],sid2579-noisy-COSINE-3231-F_array1_81_freqbin6_scaled10.0.wav,2.2,,5,"[1, 3, 3, 3, 1]"
['group2'],[7],sid3629-clean-COSINE-4174-F_close_72_freqbin6_scaled0.5.wav,4.625,,8,"[5, 5, 5, 4, 4, 5, 4, 5]"
['group2'],[7],sid1816-anchor-COSINE-2734-M_close_91_freqbin20_scaled10.0.wav,2.625,,8,"[3, 4, 2, 3, 2, 3, 2, 2]"
['group2'],[7],sid3114-clean-COSINE-3826-M_close_132_freqbin6_scaled1000.0.wav,1.0,,8,"[1, 1, 1, 1, 1, 1, 1, 1]"
['group2'],[7],sid3114-clean-COSINE-3826-M_close_132_freqbin6_scaled0.5.wav,4.125,,8,"[4, 5, 5, 5, 4, 3, 3, 4]"
['group2'],[7],sid3629-clean-COSINE-4174-F_close_72_freqbin6_scaled1000.0.wav,1.0,,8,"[1, 1, 1, 1, 1, 1, 1, 1]"
['group2'],[7],sid1816-anchor-COSINE-2734-M_close_91_freqbin20_scaled1000.0.wav,1.0,,8,"[1, 1, 1, 1, 1, 1, 1, 1]"
['group2'],[7],sid4715-noisy-COSINE-6463-F_array1_69_freqbin20_scaled1000.0.wav,1.0,,8,"[1, 1, 1, 1, 1, 1, 1, 1]"
['group2'],[7],sid4715-noisy-COSINE-6463-F_array1_69_freqbin20_scaled0.5.wav,2.625,,8,"[3, 2, 2, 3, 3, 2, 3, 3]"
['group2'],[7],sid3114-clean-COSINE-3826-M_close_132_freqbin6_scaled10.0.wav,1.75,,8,"[2, 1, 2, 2, 2, 1, 2, 2]"
['group2'],[7],sid1816-anchor-COSINE-2734-M_close_91_freqbin20_scaled0.5.wav,3.375,,8,"[4, 4, 3, 4, 3, 3, 3, 3]"
['group2'],[7],sid3629-clean-COSINE-4174-F_close_72_freqbin6_scaled10.0.wav,1.5,,8,"[2, 1, 1, 2, 1, 2, 1, 2]"
['group2'],[7],sid4715-noisy-COSINE-6463-F_array1_69_freqbin20_scaled10.0.wav,1.875,,8,"[2, 1, 1, 3, 3, 1, 2, 2]"
['group2'],[2],sid1816-anchor-COSINE-2734-M_close_91_freqbin14_scaled10.0.wav,1.875,,8,"[1, 2, 3, 2, 2, 2, 1, 2]"
['group2'],[2],sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin15_scaled1000.0.wav,1.0,,8,"[1, 1, 1, 1, 1, 1, 1, 1]"
['group2'],[2],sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin14_scaled10.0.wav,1.875,,8,"[1, 1, 2, 2, 2, 3, 2, 2]"
['group2'],[2],sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin15_scaled0.5.wav,2.375,,8,"[2, 1, 2, 2, 3, 3, 3, 3]"
['group2'],[2],sid1816-anchor-COSINE-2734-M_close_91_freqbin14_scaled0.5.wav,2.875,,8,"[4, 2, 3, 3, 3, 3, 3, 2]"
['group2'],[2],sid1816-anchor-COSINE-2734-M_close_91_freqbin17_scaled10.0.wav,1.875,,8,"[1, 2, 3, 1, 2, 2, 2, 2]"
['group2'],[2],sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin14_scaled0.5.wav,2.625,,8,"[2, 2, 3, 2, 3, 3, 3, 3]"
['group2'],[2],sid1816-anchor-COSINE-2734-M_close_91_freqbin17_scaled0.5.wav,3.125,,8,"[5, 2, 3, 2, 3, 4, 3, 3]"
['group2'],[2],sid1816-anchor-COSINE-2734-M_close_91_freqbin17_scaled1000.0.wav,1.0,,8,"[1, 1, 1, 1, 1, 1, 1, 1]"
['group2'],[2],sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin14_scaled1000.0.wav,1.0,,8,"[1, 1, 1, 1, 1, 1, 1, 1]"
['group2'],[2],sid1816-anchor-COSINE-2734-M_close_91_freqbin14_scaled1000.0.wav,1.0,,8,"[1, 1, 1, 1, 1, 1, 1, 1]"
['group2'],[2],sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin15_scaled10.0.wav,2.0,,8,"[1, 3, 3, 1, 2, 2, 2, 2]"
['group2'],[3],sid2579-noisy-COSINE-3231-F_array1_81_freqbin20_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group2'],[3],sid2579-noisy-COSINE-3231-F_array1_81_freqbin26_scaled0.5.wav,3.0,,5,"[3, 3, 3, 3, 3]"
['group2'],[3],sid1816-anchor-COSINE-2734-M_close_91_freqbin6_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group2'],[3],sid2579-noisy-COSINE-3231-F_array1_81_freqbin20_scaled0.5.wav,3.0,,5,"[3, 3, 3, 3, 3]"
['group2'],[3],sid2579-noisy-COSINE-3231-F_array1_81_freqbin20_scaled10.0.wav,2.2,,5,"[2, 2, 3, 2, 2]"
['group2'],[3],sid3114-clean-COSINE-3826-M_close_132_freqbin17_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group2'],[3],sid3114-clean-COSINE-3826-M_close_132_freqbin17_scaled10.0.wav,2.4,,5,"[3, 2, 3, 2, 2]"
['group2'],[3],sid2579-noisy-COSINE-3231-F_array1_81_freqbin26_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group2'],[3],sid3114-clean-COSINE-3826-M_close_132_freqbin17_scaled0.5.wav,3.8,,5,"[3, 3, 5, 4, 4]"
['group2'],[3],sid1816-anchor-COSINE-2734-M_close_91_freqbin6_scaled0.5.wav,3.0,,5,"[2, 3, 5, 3, 2]"
['group2'],[3],sid1816-anchor-COSINE-2734-M_close_91_freqbin6_scaled10.0.wav,1.4,,5,"[2, 1, 2, 1, 1]"
['group2'],[3],sid2579-noisy-COSINE-3231-F_array1_81_freqbin26_scaled10.0.wav,1.8,,5,"[1, 3, 2, 1, 2]"
['group2'],[4],sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin14_scaled1000.0.wav,1.0,,11,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
['group2'],[4],sid4715-noisy-COSINE-6463-F_array1_69_freqbin26_scaled0.5.wav,2.272727272727273,,11,"[3, 1, 3, 2, 2, 2, 3, 1, 3, 2, 3]"
['group2'],[4],sid5333-noisy-COSINE-7408-M_array1_149_freqbin14_scaled0.5.wav,2.0,,11,"[2, 1, 3, 2, 2, 2, 2, 1, 2, 2, 3]"
['group2'],[4],sid3629-clean-COSINE-4174-F_close_72_freqbin12_scaled0.5.wav,3.727272727272727,,11,"[4, 4, 3, 4, 4, 3, 4, 4, 4, 4, 3]"
['group2'],[4],sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin14_scaled10.0.wav,1.7272727272727273,,11,"[1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2]"
['group2'],[4],sid3629-clean-COSINE-4174-F_close_72_freqbin12_scaled10.0.wav,2.6363636363636362,,11,"[3, 3, 3, 2, 3, 2, 2, 2, 3, 3, 3]"
['group2'],[4],sid4715-noisy-COSINE-6463-F_array1_69_freqbin26_scaled10.0.wav,2.1818181818181817,,11,"[3, 1, 3, 1, 3, 2, 2, 1, 2, 2, 4]"
['group2'],[4],sid4715-noisy-COSINE-6463-F_array1_69_freqbin26_scaled1000.0.wav,1.0,,11,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
['group2'],[4],sid5333-noisy-COSINE-7408-M_array1_149_freqbin14_scaled10.0.wav,1.2727272727272727,,11,"[1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2]"
['group2'],[4],sid5333-noisy-COSINE-7408-M_array1_149_freqbin14_scaled1000.0.wav,1.0,,11,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
['group2'],[4],sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin14_scaled0.5.wav,3.6363636363636362,,11,"[4, 3, 4, 4, 4, 3, 5, 3, 3, 3, 4]"
['group2'],[4],sid3629-clean-COSINE-4174-F_close_72_freqbin12_scaled1000.0.wav,1.0,,11,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
['group2'],[13],sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin6_scaled10.0.wav,1.4285714285714286,,7,"[2, 3, 1, 1, 1, 1, 1]"
['group2'],[13],sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin26_scaled10.0.wav,2.5714285714285716,,7,"[3, 3, 3, 3, 3, 1, 2]"
['group2'],[13],sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin26_scaled1000.0.wav,1.1428571428571428,,7,"[1, 2, 1, 1, 1, 1, 1]"
['group2'],[13],sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin6_scaled1000.0.wav,1.0,,7,"[1, 1, 1, 1, 1, 1, 1]"
['group2'],[13],sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin26_scaled0.5.wav,3.5714285714285716,,7,"[4, 3, 4, 4, 4, 3, 3]"
['group2'],[13],sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin6_scaled0.5.wav,2.857142857142857,,7,"[4, 3, 3, 2, 3, 2, 3]"
['group2'],[13],sid3629-clean-COSINE-4174-F_close_72_freqbin20_scaled10.0.wav,3.5714285714285716,,7,"[5, 4, 3, 4, 3, 3, 3]"
['group2'],[13],sid3629-clean-COSINE-4174-F_close_72_freqbin20_scaled1000.0.wav,1.1428571428571428,,7,"[1, 2, 1, 1, 1, 1, 1]"
['group2'],[13],sid4715-noisy-COSINE-6463-F_array1_69_freqbin17_scaled0.5.wav,2.2857142857142856,,7,"[3, 3, 2, 2, 2, 2, 2]"
['group2'],[13],sid3629-clean-COSINE-4174-F_close_72_freqbin20_scaled0.5.wav,4.0,,7,"[5, 4, 4, 5, 4, 3, 3]"
['group2'],[13],sid4715-noisy-COSINE-6463-F_array1_69_freqbin17_scaled10.0.wav,1.4285714285714286,,7,"[2, 3, 1, 1, 1, 1, 1]"
['group2'],[13],sid4715-noisy-COSINE-6463-F_array1_69_freqbin17_scaled1000.0.wav,1.0,,7,"[1, 1, 1, 1, 1, 1, 1]"
['group2'],[9],sid5333-noisy-COSINE-7408-M_array1_149_freqbin26_scaled10.0.wav,1.8,,5,"[3, 3, 1, 1, 1]"
['group2'],[9],sid1816-anchor-COSINE-2734-M_close_91_freqbin15_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group2'],[9],sid5333-noisy-COSINE-7408-M_array1_149_freqbin26_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group2'],[9],sid2579-noisy-COSINE-3231-F_array1_81_freqbin17_scaled10.0.wav,2.2,,5,"[3, 2, 3, 2, 1]"
['group2'],[9],sid3114-clean-COSINE-3826-M_close_132_freqbin20_scaled0.5.wav,3.4,,5,"[3, 4, 2, 5, 3]"
['group2'],[9],sid1816-anchor-COSINE-2734-M_close_91_freqbin15_scaled10.0.wav,2.6,,5,"[3, 2, 2, 3, 3]"
['group2'],[9],sid3114-clean-COSINE-3826-M_close_132_freqbin20_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group2'],[9],sid1816-anchor-COSINE-2734-M_close_91_freqbin15_scaled0.5.wav,2.8,,5,"[3, 3, 2, 3, 3]"
['group2'],[9],sid3114-clean-COSINE-3826-M_close_132_freqbin20_scaled10.0.wav,2.8,,5,"[4, 3, 3, 2, 2]"
['group2'],[9],sid5333-noisy-COSINE-7408-M_array1_149_freqbin26_scaled0.5.wav,1.4,,5,"[1, 3, 1, 1, 1]"
['group2'],[9],sid2579-noisy-COSINE-3231-F_array1_81_freqbin17_scaled0.5.wav,2.6,,5,"[3, 3, 3, 2, 2]"
['group2'],[9],sid2579-noisy-COSINE-3231-F_array1_81_freqbin17_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group2'],[8],sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin17_scaled0.5.wav,2.8,,5,"[3, 3, 3, 2, 3]"
['group2'],[8],sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin20_scaled10.0.wav,2.0,,5,"[2, 3, 2, 1, 2]"
['group2'],[8],sid5333-noisy-COSINE-7408-M_array1_149_freqbin6_scaled0.5.wav,1.8,,5,"[2, 2, 2, 1, 2]"
['group2'],[8],sid5333-noisy-COSINE-7408-M_array1_149_freqbin6_scaled10.0.wav,1.2,,5,"[1, 1, 2, 1, 1]"
['group2'],[8],sid3114-clean-COSINE-3826-M_close_132_freqbin14_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group2'],[8],sid3114-clean-COSINE-3826-M_close_132_freqbin14_scaled0.5.wav,3.4,,5,"[3, 3, 4, 4, 3]"
['group2'],[8],sid5333-noisy-COSINE-7408-M_array1_149_freqbin6_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group2'],[8],sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin20_scaled1000.0.wav,1.2,,5,"[1, 1, 1, 2, 1]"
['group2'],[8],sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin20_scaled0.5.wav,3.0,,5,"[3, 3, 4, 2, 3]"
['group2'],[8],sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin17_scaled10.0.wav,1.8,,5,"[2, 2, 3, 1, 1]"
['group2'],[8],sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin17_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group2'],[8],sid3114-clean-COSINE-3826-M_close_132_freqbin14_scaled10.0.wav,2.8,,5,"[2, 3, 5, 2, 2]"
['group2'],[0],sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin6_scaled1000.0.wav,1.0,,8,"[1, 1, 1, 1, 1, 1, 1, 1]"
['group2'],[0],sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin26_scaled1000.0.wav,1.0,,8,"[1, 1, 1, 1, 1, 1, 1, 1]"
['group2'],[0],sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin6_scaled0.5.wav,3.25,,8,"[2, 4, 3, 3, 3, 5, 3, 3]"
['group2'],[0],sid3114-clean-COSINE-3826-M_close_132_freqbin15_scaled0.5.wav,3.375,,8,"[3, 4, 2, 4, 2, 4, 3, 5]"
['group2'],[0],sid3114-clean-COSINE-3826-M_close_132_freqbin15_scaled1000.0.wav,1.0,,8,"[1, 1, 1, 1, 1, 1, 1, 1]"
['group2'],[0],sid3629-clean-COSINE-4174-F_close_72_freqbin26_scaled0.5.wav,3.875,,8,"[4, 3, 3, 4, 4, 4, 4, 5]"
['group2'],[0],sid3629-clean-COSINE-4174-F_close_72_freqbin26_scaled1000.0.wav,1.25,,8,"[1, 1, 1, 1, 1, 1, 2, 2]"
['group2'],[0],sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin6_scaled10.0.wav,2.625,,8,"[2, 3, 2, 3, 3, 2, 3, 3]"
['group2'],[0],sid3114-clean-COSINE-3826-M_close_132_freqbin15_scaled10.0.wav,2.625,,8,"[2, 3, 2, 3, 3, 3, 3, 2]"
['group2'],[0],sid3629-clean-COSINE-4174-F_close_72_freqbin26_scaled10.0.wav,3.0,,8,"[3, 3, 2, 4, 3, 2, 4, 3]"
